SNo,Startup Name,Industry/Sector,City,Investors Name,InvestmentType,Amount(USD),Date
860,UNACADEMY,Gaming,Chennai,"Tiger Global Management, Falcon Edge Capital",Bridge,"$2,000,000",03-13-2023
954,Vernacular.ai,HealthTech,Mumbai,Softbank Vision Fund,Seed,"$20,000,000.00",2023/11/05
798,firstcry,,Calcutta,IDG Ventures,Series B,"13,000,000",
976,OYO,Retail Tech,Bombay,"info edge ventures, Falcon Edge Capital",Series B,"USD 50,000,000",27-Sep-2023
492,Moglix,Real Estate Tech,Noida,"Steadview Capital, Kalaari",Pre-Seed,"USD 4,000,000",2021/08/09
57,Pine Labs,FinTech,,info edge ventures,Bridge,"USD 8,000,000",2022/02/17
1493,CarDekho,Retail Tech,Bombay,"sequoia capital india, Kalaari Capital",Series D,"20,000,000",
773,Digit Insurance,HealthTech,ahmedabad,"blume ventures, Lightspeed",Series E,"USD 10,000,000",2022/07/23
914,Zetwerk,EdTech,noida,IDG Ventures,Bridge,,06-22-2022
390,FirstCry,EdTech,Bengaluru,"matrix partners, Elevation",Angel,N/A,02-Feb-2020
726,Chargebee,AgriTech,ahmedabad,"Elevation Capital, matrix partners",Bridge,N/A,2020/06/21
1179,,,,,,,
284,PolicyBazaar,Retail Tech,New Delhi,Blume,Angel,"USD 50,000,000",2022-09-19
685,Dunzo,InsurTech,MUMBAI,steadview capital,Angel,"$1,000,000",14-Apr-2023
1029,Lenskart,Real Estate Tech,Delhi,Sequoia Capital,Pre-Seed,"$3,200,000",2024/06/17
585,Apna,FinTech,ahmedabad,Blume Ventures,Bridge,"₹830,000,000",2022/07/24
491,PolicyBazaar,Logistics,Bengaluru ,"Steadview Capital, YC",Bridge,"USD 16,000,000",
1332,Vedantu,AI/ML,Kolkata,accel india,Angel,"₹3,320,000,000",14-Dec-2022
588,Moglix,HealthTech,GGN,"info edge ventures, SAIF Partners",Bridge,,18-Sep-2023
1402,INNOVACCER,Gaming,MUMBAI,y combinator,Bridge,,2022/05/11
559,CARDEKHO,Retail Tech,PUNE,Tiger Global,Series A,"1,000,000",2025/07/26
1256,Ola Electric,FoodTech,Chennai,"Matrix Partners, InfoEdge",Private Equity,Undisclosed,2020-01-25
767,LENSKART,Retail Tech,Madras,"steadview capital, Matrix Partners",Bridge,"9,000,000",2023/07/29
1436,Delhivery,AI/ML,bangalore,Tiger Global,Seed,"USD 20,000,000",2020/02/04
543,ShareChat,Gaming,MUMBAI,Steadview Capital,Pre-Seed,"$2,000,000.00",12-Nov-2020
1016,Innovaccer,Mobility,BLR,"falcon edge, Elevation Capital",Series A,"$800,000.00",2025-03-14
1001,Nykaa,AgriTech,Bangalore,"Steadview Capital, Matrix Partners India",Series B,Undisclosed,2021/10/28
1240,Zetwerk,Cleantech,Pune,"Accel Partners, Lightspeed Venture Partners",Private Equity,"40,000,000",
1136,Khatabook,FinTech,Bangalore,"blume ventures, Accel Partners",Debt Financing,"1,500,000",2024/08/04
1258,Infra.Market,EdTech,GGN,"sequoia capital india, Softbank Vision Fund",Pre-Seed,,24/12/2023
1044,Byju's,Gaming,gurugram,"Nexus Venture Partners, SoftBank",Series C,"$800,000",11-Feb-2024
85,Postman,Logistics,Chennai,Chiratae,Series E,,23-Aug-2022
1427,Cars24,Retail Tech,Bangalore,Tiger Global Management,Seed,N/A,
642,Zomato,Logistics,MUMBAI,"YC, lightspeed india",Seed,"2,000,000",2022/12/18
1103,dailyhunt,HealthTech,Hyderabad ,Steadview,Debt Financing,Undisclosed,07-02-2024
911,darwinbox,Cleantech,Chennai,Y Combinator,Debt Financing,"₹174,300,000",02-25-2022
804,Vernacular.ai,AI/ML,GGN,kalaari capital,Seed,"$10,000,000.00",03-12-2025
502,NYKAA,HealthTech,NOIDA,"Lightspeed Venture Partners, Sequoia Capital",Series A,"$800,000",05-18-2025
795,Zerodha,AgriTech,Noida,IDG Ventures,Pre-Seed,"$20,000,000",03-19-2023
279,Vernacular.ai,Gaming,hyderabad,"Sequoia Capital, Steadview",Private Equity,"$17,000,000",15/05/2023
847,boAt,HealthTech,Bangalore,"Nexus Venture, Soft Bank",Angel,,09-25-2024
1383,Apna,Mobility,NOIDA,Elevation Capital,Bridge,"$10,000,000.00",02/02/2021
355,OYO,Real Estate Tech,hyderabad,"blume ventures, Matrix Partners",Series D,,2023-03-26
197,Physicswallah,InsurTech,,"falcon edge, SAIF Partners",Series D,,02-06-2023
946,Urban Company,Retail Tech,Delhi,"SAIF Partners, Chiratae Ventures",Angel,"$50,000,000.00",26/08/2022
945,PharmEasy,Cleantech,Delhi,Accel India,Series C,,14/01/2022
732, Moglix ,Media & Entertainment,Ahmedabad,Blume Ventures,Series C,Undisclosed,08/07/2022
574,Freshworks,EdTech,,"Tiger Global Management, IDG Ventures",Series D,"11,000,000",06-Jul-2023
618,FirstCry,FinTech,Bombay,"Chiratae Ventures, Matrix Partners India",Bridge,"$15,000,000",09-Jan-2024
915,FirstCry,Media & Entertainment,Chennai,"info edge ventures, Soft Bank",Pre-Seed,,2020/03/20
425,Cars24,AgriTech,hyderabad,Steadview,Debt Financing,"USD 8,000,000",19-Jan-2024
451,Mamaearth,FoodTech,MUMBAI,Blume Ventures,Seed,"USD 8,000,000",06-Sep-2022
919,OYO,Real Estate Tech,Bengaluru,"Falcon Edge Capital, Sequoia Capital India",Series D,"USD 2,000,000",2022-10-21
98,Acko,Mobility,New delhi,Y Combinator,Pre-Seed,"$10,000,000.00",30/05/2023
1463,OYO,Cleantech,Noida,Lightspeed Venture Partners,Pre-Seed,Undisclosed,02-Jun-2021
977,CarDekho,InsurTech,delhi,"Steadview, SAIF Partners",Pre-Seed,"₹1,660,000,000",2024-10-24
182,boAt,Gaming,Mumbai,"Steadview Capital, Nexus Venture",Bridge,"12,000,000",2025/05/17
864,Dunzo,SaaS,New Delhi,Nexus Venture Partners,Angel,"USD 50,000,000",2025/07/10
1392,Unacademy,Logistics,bangalore,"Falcon Edge Capital, Y Combinator",Series E,N/A,2024/04/15
901, Chargebee ,InsurTech,chennai,falcon edge,Series A,"$800,000",2022-03-01
760,Khatabook,Logistics,Madras,Soft Bank,Series E,,2025-12-13
456,Unacademy,Cleantech,Gurugram,Soft Bank,Angel,Undisclosed,01-03-2022
441,Zerodha,HealthTech,ahmedabad,Accel India,Series E,"USD 40,000,000",30/01/2020
309,Cars24,Mobility,noida,"SOFTBANK, Tiger Global",Series C,Undisclosed,10/08/2025
1381,Cars24,FinTech,,sequoia capital india,Series A,"₹332,000,000",2020/11/12
570,,,,,,,
1101,Digit Insurance,InsurTech,GGN,Elevation,Series B,N/A,2024-03-24
215,Lenskart,EdTech,GGN,"Steadview, SAIF Partners",Bridge,,12-25-2023
477,BYJU'S,E-Commerce,Pune,Kalaari Capital,Seed,"USD 12,000,000",13-Sep-2021
804,Vernacular.ai,AI/ML,GGN,kalaari capital,Seed,"$10,000,000.00",03-12-2025
1472,Byju's,Real Estate Tech,mumbai,Falcon Edge,Series A,"₹406,700,000",05-29-2023
774,upGrad,Real Estate Tech,chennai,"Blume Ventures, Soft Bank",Pre-Seed,"$5,000,000.00",
1225,OYO,E-Commerce,Pune,Falcon Edge,Bridge,Undisclosed,06-03-2021
1042,Apna,Logistics,Kolkata,Nexus Venture,Pre-Seed,"USD 1,000,000",07-Dec-2024
826,ShareChat,HealthTech,Ahmedabad,"Blume, Softbank Vision Fund",Pre-Seed,"₹498,000,000",2021/11/13
529,Infra.Market,Gaming,NCR,"lightspeed india, Sequoia Capital",Series E,"$9,000,000",11-Mar-2021
1219,Swiggy,AgriTech,Madras,"Steadview Capital, y combinator",Series C,"₹406,700,000",05-Oct-2022
1288,Darwinbox,E-Commerce,Calcutta,"Falcon Edge, accel india",Series E,,2021-09-03
433,Rebel Foods,FoodTech,Chennai,"Nexus Venture Partners, Matrix Partners",Series A,"$3,500,000.00",2022-11-12
577,Zetwerk,Logistics,ahmedabad,falcon edge,Series C,,31/05/2025
1393,PolicyBazaar,AgriTech,delhi,Tiger Global,Private Equity,,01/02/2020
623,Nykaa,HealthTech,mumbai,"Falcon Edge Capital, steadview capital",Seed,Undisclosed,07-22-2023
520,UDAAN,E-Commerce,PUNE,"Accel Partners, blume ventures",Debt Financing,"$20,000,000.00",2022-07-28
442,Udaan,Cleantech,New delhi,tiger global,Series B,"USD 3,000,000",11-12-2025
866, Zerodha ,Gaming,New delhi,Elevation Capital,Series B,"$4,600,000",22-Oct-2020
398,cars24,Cleantech,Hyderabad ,sequoia capital india,Debt Financing,,
106,Groww,Logistics,Hyderabad ,"Kalaari, steadview capital",Series E,"₹1,411,000,000",2025-04-29
301,Vedantu,HealthTech,Ahmedabad,"kalaari capital, Elevation Capital",Seed,,30/05/2020
850,Physicswallah,SaaS,Madras,"steadview capital, Kalaari",Debt Financing,,14-Mar-2020
671,INNOVACCER,Mobility,mumbai,"Chiratae Ventures, Elevation Capital",Seed,Undisclosed,2024-11-16
794,RAZORPAY,InsurTech,Chennai,"Chiratae, Blume Ventures",Seed,"₹166,000,000",16/05/2025
443,DIGIT INSURANCE,Gaming,,"SAIF Partners, Info Edge",Series E,Undisclosed,07-22-2025
100,Khatabook,EdTech,Bangalore,"SAIF Partners, Accel India",Private Equity,"₹3,320,000,000",22-May-2023
973,POLICYBAZAAR,Gaming,PUNE,Blume,Debt Financing,,2024-11-27
1035,CarDekho,FoodTech,Bengaluru,"Falcon Edge Capital, SOFTBANK",Bridge,"$3,000,000",2024-12-27
1074,Chargebee,InsurTech,PUNE,"Info Edge, Matrix Partners India",Series C,"$40,000,000",
718,Udaan,Real Estate Tech,Hyderabad,"YC, falcon edge",Series A,"11,000,000",05-Feb-2024
942,Dailyhunt,E-Commerce,New Delhi,Accel,Angel,"$100,000",2024-03-24
1003,LICIOUS,FoodTech,Bangalore,"Blume, Nexus Venture Partners",Seed,Undisclosed,
1451,Swiggy,FoodTech,kolkata,Steadview Capital,Seed,"USD 3,000,000",06-Jul-2020
302,BHARATPE,Real Estate Tech,Mumbai,SOFTBANK,Private Equity,"$50,000,000.00",2025/02/08
756,Zepto,AI/ML,Noida,"accel india, Softbank Vision Fund",Pre-Seed,"$30,000,000",11-03-2024
1032,UNACADEMY,InsurTech,delhi,"SoftBank, kalaari capital",Series B,"USD 4,300,000",06-14-2023
1317,CarDekho,,Bengaluru,"matrix partners, SoftBank",Series C,"$50,000,000.00",2023/09/22
603,FirstCry,FinTech,delhi,"nexus partners, Softbank Vision Fund",Series C,"₹3,320,000,000",12/07/2022
4,Meesho,InsurTech,pune,"SOFTBANK, Lightspeed Venture Partners",Angel,"$50,000,000.00",27/12/2025
427,Chargebee,Retail Tech,New Delhi,"Steadview Capital, blume ventures",Debt Financing,Undisclosed,13/05/2020
1329,Vedantu,FinTech,noida,Y Combinator,Angel,,06-23-2020
1251,CarDekho,AgriTech,Bengaluru,blume ventures,Debt Financing,"$40,000,000",01-May-2024
173,meesho,Logistics,Mumbai,Softbank Vision Fund,Pre-Seed,"₹4,150,000,000",2020-11-03
683, Slice ,InsurTech,Calcutta,Blume,Series C,"$16,000,000.00",2023-04-15
1232,Licious,HealthTech,Bangalore,Lightspeed Venture Partners,Debt Financing,"₹332,000,000",2025-03-14
773,Digit Insurance,HealthTech,ahmedabad,"blume ventures, Lightspeed",Series E,"USD 10,000,000",2022/07/23
1184,Mamaearth,Retail Tech,PUNE,"SOFTBANK, lightspeed india",Series B,"13,000,000",2021-05-21
1125,sharechat,Media & Entertainment,BLR,Tiger Global Management,Series E,"$20,000,000.00",15-Jul-2023
900,Urban Company,Logistics,mumbai,"Lightspeed Venture Partners, Nexus Venture Partners",Series D,N/A,06-24-2020
290,Cars24,Gaming,bangalore,Falcon Edge,Series C,"$40,000,000.00",25-Dec-2020
163,CRED,Retail Tech,MUMBAI,matrix partners,Angel,"$4,800,000.00",16/02/2020
45,Pine Labs,AI/ML,MUMBAI,"matrix partners, Falcon Edge",Bridge,,2022-10-22
174,Unacademy,HealthTech,Hyderabad,"Sequoia Capital India, Soft Bank",Bridge,,29/05/2022
1475, Freshworks ,Cleantech,Pune,accel india,Angel,N/A,10/04/2024
39,Mamaearth,Mobility,noida,tiger global,Series C,"$50,000,000.00",23/02/2022
453,Swiggy,FinTech,Gurgaon,InfoEdge,Series B,"USD 2,200,000",29/03/2020
719,Licious,AI/ML,Mumbai,"SOFTBANK, Chiratae",Bridge,"$10,000,000.00",2024/06/16
1049,PINE LABS,AI/ML,delhi,"Falcon Edge Capital, Accel",Series D,"1,300,000",2024/02/07
662,Moglix,Gaming,mumbai,"Matrix Partners, Sequoia",Bridge,,2024/03/27
402,CarDekho,SaaS,Ahmedabad,Nexus Venture Partners,Series C,"$16,000,000",2023-03-10
790,Zepto,AgriTech,ahmedabad,Matrix Partners,Series C,N/A,02-Sep-2023
1375,Pine Labs,AgriTech,Bangalore,"Nexus Venture, blume ventures",Pre-Seed,"₹2,490,000,000",19/08/2021
107,OYO,Media & Entertainment,Bengaluru ,Steadview Capital,Private Equity,N/A,
1146,chargebee,FoodTech,hyderabad,Tiger Global Management,Series D,"$1,600,000.00",12/09/2025
834,Postman,FoodTech,Bangalore,"Sequoia, info edge ventures",Debt Financing,,02-28-2025
169,Ola Electric,Logistics,Pune,info edge ventures,Pre-Seed,"40,000,000",2021/01/26
501,boAt,Cleantech,Delhi,"Kalaari Capital, nexus partners",Pre-Seed,N/A,06-24-2025
1174,Khatabook,Gaming,PUNE,"Chiratae, Nexus Venture",Series B,"$4,600,000.00",2022-12-29
589,Zerodha,EdTech,ahmedabad,Nexus Venture,Private Equity,Undisclosed,25-Aug-2021
1325,sharechat,InsurTech,Kolkata,"nexus partners, Accel Partners",Series B,"$200,000.00",2022/09/01
1060,ShareChat,EdTech,Gurugram,"Lightspeed Venture Partners, steadview capital",Pre-Seed,"$50,000,000.00",08/06/2025
511,ElasticRun,Mobility,GGN,Blume,Bridge,"USD 10,000,000",2023-06-04
1491,SHARECHAT,FoodTech,Pune,Y Combinator,Pre-Seed,"USD 20,000,000",11-12-2024
843,OYO,HealthTech,,Y Combinator,Pre-Seed,"₹2,490,000,000",2025-11-24
1289,mobikwik,InsurTech,Bengaluru,"Tiger Global Management, Y Combinator",Series D,"$14,000,000",28-Apr-2023
147,Freshworks,Real Estate Tech,ahmedabad,Lightspeed,Bridge,"30,000,000",07-02-2021
1054,MobiKwik,,pune,Steadview Capital,Bridge,Undisclosed,2022-07-14
617,Cars24,Logistics,bangalore,"tiger global, accel india",Series E,"₹830,000,000",01-21-2024
771,Khatabook,SaaS,Mumbai,"Y Combinator, Accel India",Angel,"₹830,000,000",12-Jun-2022
886,Apna,Media & Entertainment,Calcutta,"Nexus Venture Partners, blume ventures",Pre-Seed,"$10,000,000",01-12-2020
354,Urban Company,FinTech,pune,Blume,Pre-Seed,"2,900,000",31/03/2020
1316,boAt,InsurTech,noida,Kalaari,Bridge,"$8,000,000",2023/10/11
877,Rebel Foods,Mobility,hyderabad,Sequoia Capital,Angel,"$3,700,000.00",04/10/2021
1005,Slice,Logistics,gurugram,"Chiratae Ventures, Elevation Capital",Seed,"$1,000,000.00",01-15-2020
1446,Unacademy,Gaming,NCR,"Soft Bank, Matrix Partners India",Series C,,2025-07-19
663,boAt,FinTech,NCR,"Elevation Capital, Tiger Global Management",Series D,"$1,100,000",2024/12/03
1104,Freshworks,Real Estate Tech,PUNE,"Matrix Partners, info edge ventures",Seed,Undisclosed,2024/12/16
493,Swiggy,Logistics,Noida,"SoftBank, Blume",Angel,"$3,500,000.00",2021-01-01
1398,apna,Retail Tech,,Falcon Edge Capital,Angel,N/A,2020/10/30
115,Postman,Real Estate Tech,MUMBAI,Soft Bank,Series E,"USD 1,000,000",01-03-2025
677,Razorpay,Media & Entertainment,ahmedabad,"Falcon Edge, nexus partners",Seed,Undisclosed,13-Sep-2021
267,PHYSICSWALLAH,Cleantech,,Falcon Edge Capital,Series B,Undisclosed,03/02/2020
69,ElasticRun,EdTech,PUNE,kalaari capital,Series C,,2024-02-14
616,Physicswallah,Retail Tech,Madras,Y Combinator,Debt Financing,N/A,10-26-2025
255,PharmEasy,AI/ML,,nexus partners,Series A,"$12,000,000.00",12/12/2022
913,Apna,InsurTech,Kolkata,IDG Ventures,Series E,"$2,000,000",2023-02-17
679,Groww,FoodTech,ahmedabad,"YC, Sequoia Capital India",Series C,"18,000,000",01-Feb-2021
344,BYJU'S,Cleantech,Kolkata,Steadview,Private Equity,,2022-07-31
1204,MobiKwik,Retail Tech,,"Elevation Capital, Accel India",Series A,N/A,03-May-2025
1100,CRED,Logistics,,"Kalaari Capital, Steadview Capital",Private Equity,N/A,2022-06-13
1440,Zetwerk,FoodTech,New delhi,Blume,Private Equity,"30,000,000",07-09-2021
966,ZERODHA,InsurTech,NCR,"InfoEdge, Nexus Venture Partners",Series A,"USD 10,000,000",
148,digit insurance,Logistics,kolkata,Kalaari,Pre-Seed,"$50,000,000.00",14-Nov-2021
891,Khatabook,Media & Entertainment,chennai,InfoEdge,Series B,"2,400,000",06-22-2023
1149,MobiKwik,SaaS,Chennai,matrix partners,Series D,"USD 4,400,000",22/07/2023
365,boAt,EdTech,pune,Falcon Edge Capital,Angel,,07-19-2023
542,Slice,FinTech,Pune,Kalaari Capital,Debt Financing,Undisclosed,2022/11/22
166,INFRA.MARKET,Retail Tech,gurugram,"Matrix Partners, IDG Ventures",Series E,"USD 800,000",2025-10-13
1459,Mamaearth,HealthTech,Madras,Matrix Partners India,Seed,"$50,000,000.00",27-May-2021
278,Meesho,FoodTech,New delhi,"SAIF Partners, Soft Bank",Series E,N/A,10-29-2024
94,Groww,AI/ML,Bengaluru,"lightspeed india, Nexus Venture Partners",Private Equity,Undisclosed,2020/11/10
637,Zetwerk,E-Commerce,Hyderabad ,YC,Bridge,"₹323,700,000",2023/01/02
703,Infra.Market,,PUNE,SoftBank,Angel,"$14,000,000",2025-12-04
